Country,Date,Mobility_Type,Percent_Change,Change
Belgium,2020-07-29,Retail & recreation,-13,-14.857142857142858
Belgium,2020-07-30,Retail & recreation,-12,-15.714285714285714
Belgium,2020-07-31,Retail & recreation,-29,-16.857142857142858
Belgium,2020-08-01,Retail & recreation,-31,-17
Belgium,2020-08-02,Retail & recreation,-13,-15.857142857142858
Belgium,2020-08-03,Retail & recreation,-4,-15.571428571428571
Belgium,2020-08-04,Retail & recreation,1,-14.428571428571429
Belgium,2020-08-05,Retail & recreation,-7,-13.571428571428571
Belgium,2020-08-06,Retail & recreation,-10,-13.285714285714286
Belgium,2020-08-07,Retail & recreation,-23,-12.428571428571429
Belgium,2020-08-08,Retail & recreation,-33,-12.714285714285714
Belgium,2020-08-09,Retail & recreation,-26,-14.571428571428571
Belgium,2020-08-10,Retail & recreation,-6,-14.857142857142858
Belgium,2020-08-11,Retail & recreation,-7,-16
Belgium,2020-08-12,Retail & recreation,-13,-16.857142857142858
Belgium,2020-08-13,Retail & recreation,-14,-17.428571428571427
Belgium,2020-08-14,Retail & recreation,-15,-16.285714285714285
Belgium,2020-08-15,Retail & recreation,-48,-18.428571428571427
Belgium,2020-08-16,Retail & recreation,-17,-17.142857142857142
Belgium,2020-08-17,Retail & recreation,4,-15.714285714285714
Belgium,2020-08-18,Retail & recreation,-2,-15
Belgium,2020-08-19,Retail & recreation,-9,-14.428571428571429
Belgium,2020-08-20,Retail & recreation,-10,-13.857142857142858
Belgium,2020-08-21,Retail & recreation,-16,-14
Belgium,2020-08-22,Retail & recreation,-22,-10.285714285714286
Belgium,2020-08-23,Retail & recreation,-19,-10.571428571428571
Belgium,2020-08-24,Retail & recreation,-2,-11.428571428571429
Belgium,2020-08-25,Retail & recreation,-3,-11.571428571428571
Belgium,2020-08-26,Retail & recreation,-9,-11.571428571428571
Belgium,2020-08-27,Retail & recreation,-5,-10.857142857142858
Belgium,2020-08-28,Retail & recreation,-12,-10.285714285714286
Belgium,2020-08-29,Retail & recreation,-16,-9.428571428571429
Belgium,2020-08-30,Retail & recreation,-20,-9.571428571428571
Belgium,2020-08-31,Retail & recreation,9,-8
Belgium,2020-09-01,Retail & recreation,0,-7.571428571428571
Belgium,2020-09-02,Retail & recreation,-4,-6.857142857142857
Belgium,2020-09-03,Retail & recreation,-12,-7.857142857142857
Belgium,2020-09-04,Retail & recreation,-13,-8
Belgium,2020-09-05,Retail & recreation,-14,-7.714285714285714
Belgium,2020-09-06,Retail & recreation,-8,-6
Belgium,2020-09-07,Retail & recreation,-4,-7.857142857142857
Belgium,2020-09-08,Retail & recreation,-7,-8.857142857142858
Belgium,2020-09-09,Retail & recreation,-7,-9.285714285714286
Belgium,2020-09-10,Retail & recreation,-9,-8.857142857142858
Belgium,2020-09-11,Retail & recreation,-12,-8.714285714285714
Belgium,2020-09-12,Retail & recreation,-15,-8.857142857142858
Belgium,2020-09-13,Retail & recreation,-5,-8.428571428571429
Belgium,2020-09-14,Retail & recreation,-4,-8.428571428571429
Belgium,2020-09-15,Retail & recreation,-7,-8.428571428571429
Belgium,2020-09-16,Retail & recreation,-8,-8.571428571428571
Belgium,2020-09-17,Retail & recreation,-11,-8.857142857142858
Belgium,2020-09-18,Retail & recreation,-14,-9.142857142857142
Belgium,2020-09-19,Retail & recreation,-16,-9.285714285714286
Belgium,2020-09-20,Retail & recreation,-7,-9.571428571428571
Belgium,2020-09-21,Retail & recreation,-7,-10
Belgium,2020-09-22,Retail & recreation,-9,-10.285714285714286
Belgium,2020-09-23,Retail & recreation,-14,-11.142857142857142
Belgium,2020-09-24,Retail & recreation,-18,-12.142857142857142
Belgium,2020-09-25,Retail & recreation,-23,-13.428571428571429
Belgium,2020-09-26,Retail & recreation,-23,-14.428571428571429
Belgium,2020-09-27,Retail & recreation,-26,-17.142857142857142
Belgium,2020-09-28,Retail & recreation,-19,-18.857142857142858
Belgium,2020-09-29,Retail & recreation,-10,-19
Belgium,2020-09-30,Retail & recreation,-10,-18.428571428571427
Belgium,2020-10-01,Retail & recreation,-17,-18.285714285714285
Belgium,2020-10-02,Retail & recreation,-17,-17.428571428571427
Belgium,2020-10-03,Retail & recreation,-15,-16.285714285714285
Belgium,2020-10-04,Retail & recreation,-17,-15
Belgium,2020-10-05,Retail & recreation,-12,-14
Belgium,2020-10-06,Retail & recreation,-14,-14.571428571428571
Belgium,2020-10-07,Retail & recreation,-12,-14.857142857142858
Belgium,2020-10-08,Retail & recreation,-20,-15.285714285714286
Belgium,2020-10-09,Retail & recreation,-20,-15.714285714285714
Belgium,2020-10-10,Retail & recreation,-19,-16.285714285714285
Belgium,2020-10-11,Retail & recreation,-26,-17.571428571428573
Belgium,2020-10-12,Retail & recreation,-16,-18.142857142857142
Belgium,2020-10-13,Retail & recreation,-19,-18.857142857142858
Belgium,2020-10-14,Retail & recreation,-17,-19.571428571428573
Belgium,2020-10-15,Retail & recreation,-22,-19.857142857142858
Belgium,2020-10-16,Retail & recreation,-22,-20.142857142857142
Belgium,2020-10-17,Retail & recreation,-20,-20.285714285714285
Belgium,2020-10-18,Retail & recreation,-23,-19.857142857142858
Belgium,2020-10-19,Retail & recreation,-33,-22.285714285714285
Belgium,2020-10-20,Retail & recreation,-35,-24.571428571428573
Belgium,2020-10-21,Retail & recreation,-35,-27.142857142857142
Belgium,2020-10-22,Retail & recreation,-38,-29.428571428571427
Belgium,2020-10-23,Retail & recreation,-41,-32.142857142857146
Belgium,2020-10-24,Retail & recreation,-42,-35.285714285714285
Belgium,2020-10-25,Retail & recreation,-51,-39.285714285714285
Belgium,2020-10-26,Retail & recreation,-34,-39.42857142857143
Belgium,2020-10-27,Retail & recreation,-35,-39.42857142857143
Belgium,2020-10-28,Retail & recreation,-36,-39.57142857142857
Belgium,2020-10-29,Retail & recreation,-37,-39.42857142857143
Belgium,2020-10-30,Retail & recreation,-35,-38.57142857142857
Belgium,2020-10-31,Retail & recreation,-35,-37.57142857142857
Belgium,2020-11-01,Retail & recreation,-52,-37.714285714285715
Belgium,2020-11-02,Retail & recreation,-57,-41
Belgium,2020-11-03,Retail & recreation,-52,-43.42857142857143
Belgium,2020-11-04,Retail & recreation,-53,-45.857142857142854
Belgium,2020-11-05,Retail & recreation,-52,-48
Belgium,2020-11-06,Retail & recreation,-56,-51
Belgium,2020-11-07,Retail & recreation,-59,-54.42857142857143
Belgium,2020-11-08,Retail & recreation,-56,-55
Belgium,2020-11-09,Retail & recreation,-47,-53.57142857142857
Belgium,2020-11-10,Retail & recreation,-47,-52.857142857142854
Belgium,2020-11-11,Retail & recreation,-67,-54.857142857142854
Belgium,2020-11-12,Retail & recreation,-50,-54.57142857142857
Belgium,2020-11-13,Retail & recreation,-56,-54.57142857142857
Belgium,2020-11-14,Retail & recreation,-57,-54.285714285714285
Belgium,2020-11-15,Retail & recreation,-65,-55.57142857142857
Belgium,2020-11-16,Retail & recreation,-50,-56
Belgium,2020-11-17,Retail & recreation,-49,-56.285714285714285
Belgium,2020-11-18,Retail & recreation,-47,-53.42857142857143
Belgium,2020-11-19,Retail & recreation,-54,-54
Belgium,2020-11-20,Retail & recreation,-54,-53.714285714285715
Belgium,2020-11-21,Retail & recreation,-58,-53.857142857142854
Belgium,2020-11-22,Retail & recreation,-63,-53.57142857142857
Belgium,2020-11-23,Retail & recreation,-48,-53.285714285714285
Belgium,2020-11-24,Retail & recreation,-47,-53
Belgium,2020-11-25,Retail & recreation,-48,-53.142857142857146
Belgium,2020-11-26,Retail & recreation,-51,-52.714285714285715
Belgium,2020-11-27,Retail & recreation,-52,-52.42857142857143
Belgium,2020-11-28,Retail & recreation,-54,-51.857142857142854
Belgium,2020-11-29,Retail & recreation,-59,-51.285714285714285
Belgium,2020-11-30,Retail & recreation,-48,-51.285714285714285
Belgium,2020-12-01,Retail & recreation,-34,-49.42857142857143
Belgium,2020-12-02,Retail & recreation,-33,-47.285714285714285
Belgium,2020-12-03,Retail & recreation,-39,-45.57142857142857
Belgium,2020-12-04,Retail & recreation,-39,-43.714285714285715
Czech Republic,2020-02-15,Retail & recreation,13,-34.142857142857146
Czech Republic,2020-02-16,Retail & recreation,12,-24
Czech Republic,2020-02-17,Retail & recreation,4,-16.571428571428573
Czech Republic,2020-02-18,Retail & recreation,9,-10.428571428571429
Czech Republic,2020-02-19,Retail & recreation,4,-5.142857142857143
Czech Republic,2020-02-20,Retail & recreation,4,1
Czech Republic,2020-02-21,Retail & recreation,2,6.857142857142857
Czech Republic,2020-02-22,Retail & recreation,9,6.285714285714286
Czech Republic,2020-02-23,Retail & recreation,3,5
Czech Republic,2020-02-24,Retail & recreation,3,4.857142857142857
Czech Republic,2020-02-25,Retail & recreation,6,4.428571428571429
Czech Republic,2020-02-26,Retail & recreation,3,4.285714285714286
Czech Republic,2020-02-27,Retail & recreation,3,4.142857142857143
Czech Republic,2020-02-28,Retail & recreation,0,3.857142857142857
Czech Republic,2020-02-29,Retail & recreation,1,2.7142857142857144
Czech Republic,2020-03-01,Retail & recreation,8,3.4285714285714284
Czech Republic,2020-03-02,Retail & recreation,0,3
Czech Republic,2020-03-03,Retail & recreation,0,2.142857142857143
Czech Republic,2020-03-04,Retail & recreation,3,2.142857142857143
Czech Republic,2020-03-05,Retail & recreation,2,2
Czech Republic,2020-03-06,Retail & recreation,0,2
Czech Republic,2020-03-07,Retail & recreation,0,1.8571428571428572
Czech Republic,2020-03-08,Retail & recreation,13,2.5714285714285716
Czech Republic,2020-03-09,Retail & recreation,0,2.5714285714285716
Czech Republic,2020-03-10,Retail & recreation,3,3
Czech Republic,2020-03-11,Retail & recreation,-6,1.7142857142857142
Czech Republic,2020-03-12,Retail & recreation,-5,0.7142857142857143
Czech Republic,2020-03-13,Retail & recreation,-20,-2.142857142857143
Czech Republic,2020-03-14,Retail & recreation,-56,-10.142857142857142
Czech Republic,2020-03-15,Retail & recreation,-57,-20.142857142857142
Czech Republic,2020-03-16,Retail & recreation,-61,-28.857142857142858
Czech Republic,2020-03-17,Retail & recreation,-65,-38.57142857142857
Czech Republic,2020-03-18,Retail & recreation,-65,-47
Czech Republic,2020-03-19,Retail & recreation,-67,-55.857142857142854
Czech Republic,2020-03-20,Retail & recreation,-68,-62.714285714285715
Czech Republic,2020-03-21,Retail & recreation,-79,-66
Czech Republic,2020-03-22,Retail & recreation,-77,-68.85714285714286
Czech Republic,2020-03-23,Retail & recreation,-64,-69.28571428571429
Czech Republic,2020-03-24,Retail & recreation,-64,-69.14285714285714
Czech Republic,2020-03-25,Retail & recreation,-64,-69
Czech Republic,2020-03-26,Retail & recreation,-65,-68.71428571428571
Czech Republic,2020-03-27,Retail & recreation,-64,-68.14285714285714
Czech Republic,2020-03-28,Retail & recreation,-71,-67
Czech Republic,2020-03-29,Retail & recreation,-73,-66.42857142857143
Czech Republic,2020-03-30,Retail & recreation,-61,-66
Czech Republic,2020-03-31,Retail & recreation,-62,-65.71428571428571
Czech Republic,2020-04-01,Retail & recreation,-61,-65.28571428571429
Czech Republic,2020-04-02,Retail & recreation,-60,-64.57142857142857
Czech Republic,2020-04-03,Retail & recreation,-63,-64.42857142857143
Czech Republic,2020-04-04,Retail & recreation,-70,-64.28571428571429
Czech Republic,2020-04-05,Retail & recreation,-63,-62.857142857142854
Czech Republic,2020-04-06,Retail & recreation,-54,-61.857142857142854
Czech Republic,2020-04-07,Retail & recreation,-63,-62
Czech Republic,2020-04-08,Retail & recreation,-62,-62.142857142857146
Czech Republic,2020-04-09,Retail & recreation,-54,-61.285714285714285
Czech Republic,2020-04-10,Retail & recreation,-74,-62.857142857142854
Czech Republic,2020-04-11,Retail & recreation,-67,-62.42857142857143
Czech Republic,2020-04-12,Retail & recreation,-63,-62.42857142857143
Czech Republic,2020-04-13,Retail & recreation,-89,-67.42857142857143
Czech Republic,2020-04-14,Retail & recreation,-64,-67.57142857142857
Czech Republic,2020-04-15,Retail & recreation,-62,-67.57142857142857
Czech Republic,2020-04-16,Retail & recreation,-56,-67.85714285714286
Czech Republic,2020-04-17,Retail & recreation,-58,-65.57142857142857
Czech Republic,2020-04-18,Retail & recreation,-61,-64.71428571428571
Czech Republic,2020-04-19,Retail & recreation,-64,-64.85714285714286
Czech Republic,2020-04-20,Retail & recreation,-55,-60
Czech Republic,2020-04-21,Retail & recreation,-54,-58.57142857142857
Czech Republic,2020-04-22,Retail & recreation,-54,-57.42857142857143
Czech Republic,2020-04-23,Retail & recreation,-54,-57.142857142857146
Czech Republic,2020-04-24,Retail & recreation,-56,-56.857142857142854
Czech Republic,2020-04-25,Retail & recreation,-63,-57.142857142857146
Czech Republic,2020-04-26,Retail & recreation,-55,-55.857142857142854
Czech Republic,2020-04-27,Retail & recreation,-45,-54.42857142857143
Czech Republic,2020-04-28,Retail & recreation,-45,-53.142857142857146
Czech Republic,2020-04-29,Retail & recreation,-50,-52.57142857142857
Czech Republic,2020-04-30,Retail & recreation,-41,-50.714285714285715
Czech Republic,2020-05-01,Retail & recreation,-66,-52.142857142857146
Czech Republic,2020-05-02,Retail & recreation,-55,-51
Czech Republic,2020-05-03,Retail & recreation,-53,-50.714285714285715
Czech Republic,2020-05-04,Retail & recreation,-44,-50.57142857142857
Czech Republic,2020-05-05,Retail & recreation,-45,-50.57142857142857
Czech Republic,2020-05-06,Retail & recreation,-44,-49.714285714285715
Czech Republic,2020-05-07,Retail & recreation,-31,-48.285714285714285
Czech Republic,2020-05-08,Retail & recreation,-68,-48.57142857142857
Czech Republic,2020-05-09,Retail & recreation,-40,-46.42857142857143
Czech Republic,2020-05-10,Retail & recreation,-42,-44.857142857142854
Czech Republic,2020-05-11,Retail & recreation,-34,-43.42857142857143
Czech Republic,2020-05-12,Retail & recreation,-28,-41
Czech Republic,2020-05-13,Retail & recreation,-32,-39.285714285714285
Czech Republic,2020-05-14,Retail & recreation,-36,-40
Czech Republic,2020-05-15,Retail & recreation,-38,-35.714285714285715
Czech Republic,2020-05-16,Retail & recreation,-31,-34.42857142857143
Czech Republic,2020-05-17,Retail & recreation,-22,-31.571428571428573
Czech Republic,2020-05-18,Retail & recreation,-26,-30.428571428571427
Czech Republic,2020-05-19,Retail & recreation,-24,-29.857142857142858
Czech Republic,2020-05-20,Retail & recreation,-19,-28
Czech Republic,2020-05-21,Retail & recreation,-17,-25.285714285714285
Czech Republic,2020-05-22,Retail & recreation,-24,-23.285714285714285
Czech Republic,2020-05-23,Retail & recreation,-40,-24.571428571428573
Czech Republic,2020-05-24,Retail & recreation,-26,-25.142857142857142
Czech Republic,2020-05-25,Retail & recreation,-18,-24
Czech Republic,2020-05-26,Retail & recreation,-13,-22.428571428571427
Czech Republic,2020-05-27,Retail & recreation,-9,-21
Czech Republic,2020-05-28,Retail & recreation,-18,-21.142857142857142
Czech Republic,2020-05-29,Retail & recreation,-15,-19.857142857142858
Czech Republic,2020-05-30,Retail & recreation,-19,-16.857142857142858
Czech Republic,2020-05-31,Retail & recreation,-24,-16.571428571428573
Czech Republic,2020-06-01,Retail & recreation,-4,-14.571428571428571
Czech Republic,2020-06-02,Retail & recreation,-8,-13.857142857142858
Czech Republic,2020-06-03,Retail & recreation,-8,-13.714285714285714
Czech Republic,2020-06-04,Retail & recreation,-12,-12.857142857142858
Czech Republic,2020-06-05,Retail & recreation,-15,-12.857142857142858
Czech Republic,2020-06-06,Retail & recreation,-14,-12.142857142857142
Czech Republic,2020-06-07,Retail & recreation,-10,-10.142857142857142
Czech Republic,2020-06-08,Retail & recreation,-8,-10.714285714285714
Czech Republic,2020-06-09,Retail & recreation,-4,-10.142857142857142
Czech Republic,2020-06-10,Retail & recreation,-8,-10.142857142857142
Czech Republic,2020-06-11,Retail & recreation,1,-8.285714285714286
Czech Republic,2020-06-12,Retail & recreation,-3,-6.571428571428571
Czech Republic,2020-06-13,Retail & recreation,-8,-5.714285714285714
Czech Republic,2020-06-14,Retail & recreation,-6,-5.142857142857143
Czech Republic,2020-06-15,Retail & recreation,2,-3.7142857142857144
Czech Republic,2020-06-16,Retail & recreation,6,-2.2857142857142856
Czech Republic,2020-06-17,Retail & recreation,4,-0.5714285714285714
Czech Republic,2020-06-18,Retail & recreation,-4,-1.2857142857142858
Czech Republic,2020-06-19,Retail & recreation,-7,-1.8571428571428572
Czech Republic,2020-06-20,Retail & recreation,-13,-2.5714285714285716
Czech Republic,2020-06-21,Retail & recreation,-2,-2
Czech Republic,2020-06-22,Retail & recreation,2,-2
Czech Republic,2020-06-23,Retail & recreation,10,-1.4285714285714286
Czech Republic,2020-06-24,Retail & recreation,4,-1.4285714285714286
Czech Republic,2020-06-25,Retail & recreation,7,0.14285714285714285
Czech Republic,2020-06-26,Retail & recreation,0,1.1428571428571428
Czech Republic,2020-06-27,Retail & recreation,-6,2.142857142857143
Czech Republic,2020-06-28,Retail & recreation,2,2.7142857142857144
Czech Republic,2020-06-29,Retail & recreation,0,2.4285714285714284
Czech Republic,2020-06-30,Retail & recreation,17,3.4285714285714284
Czech Republic,2020-07-01,Retail & recreation,7,3.857142857142857
Czech Republic,2020-07-02,Retail & recreation,1,3
Czech Republic,2020-07-03,Retail & recreation,-2,2.7142857142857144
Czech Republic,2020-07-04,Retail & recreation,-2,3.2857142857142856
Czech Republic,2020-07-05,Retail & recreation,14,5
Czech Republic,2020-07-06,Retail & recreation,-21,2
Czech Republic,2020-07-07,Retail & recreation,9,0.8571428571428571
Czech Republic,2020-07-08,Retail & recreation,2,0.14285714285714285
Czech Republic,2020-07-09,Retail & recreation,6,0.8571428571428571
Czech Republic,2020-07-10,Retail & recreation,-3,0.7142857142857143
Czech Republic,2020-07-11,Retail & recreation,-5,0.2857142857142857
